seed,policy,case_id,failure,action,cost,p_authentic,p_matched,p_safe,max_atom,sophisticated
1021,engagement_baseline,INF-017,signed_safety_risk,SIGN,200.0,1.0,0.999,0.574,0.573,False
1021,engagement_baseline,INF-018,signed_mismatch,SIGN,15.0,0.999,0.273,1.0,0.726,False
1021,engagement_baseline,INF-021,signed_crude_fake,SIGN,20.0,0.018,0.058,0.997,0.922,False
1021,engagement_baseline,INF-022,signed_mismatch,SIGN,15.0,0.968,0.472,0.998,0.511,False
1021,engagement_baseline,INF-023,signed_mismatch,SIGN,15.0,1.0,0.005,1.0,0.995,False
1021,engagement_baseline,INF-024,signed_sophisticated_fake,SIGN,20.0,0.931,0.0,0.83,0.773,True
1021,engagement_baseline,INF-028,signed_mismatch,SIGN,15.0,0.998,0.001,1.0,0.997,False
1021,v0_threshold,INF-030,signed_sophisticated_fake,SIGN,20.0,0.998,0.999,0.989,0.986,True
1021,v0_expected_cost,INF-030,signed_sophisticated_fake,SIGN,20.0,0.998,0.999,0.989,0.986,True
1021,v1_voi,INF-030,signed_sophisticated_fake,SIGN,20.0,0.998,0.999,0.989,0.986,True
1021,engagement_baseline,INF-030,signed_sophisticated_fake,SIGN,20.0,0.998,0.999,0.989,0.986,True
1021,engagement_baseline,INF-032,signed_mismatch,SIGN,15.0,1.0,0.048,0.996,0.948,False
1021,engagement_baseline,INF-035,signed_safety_risk,SIGN,200.0,0.003,0.005,0.214,0.779,False
1021,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,1.0,0.0,0.999,0.999,False
1021,engagement_baseline,INF-038,declined_clean,DECLINE,10.0,0.999,0.995,0.932,0.927,False
1021,engagement_baseline,INF-039,signed_crude_fake,SIGN,20.0,0.0,1.0,0.994,0.994,False
1022,engagement_baseline,INF-002,signed_mismatch,SIGN,15.0,0.998,0.0,1.0,0.998,False
1022,engagement_baseline,INF-006,signed_mismatch,SIGN,15.0,0.996,0.001,0.998,0.993,False
1022,engagement_baseline,INF-007,signed_mismatch,SIGN,15.0,0.999,0.01,0.993,0.983,False
1022,engagement_baseline,INF-016,declined_clean,DECLINE,10.0,1.0,0.945,0.931,0.88,False
1022,engagement_baseline,INF-018,signed_crude_fake,SIGN,20.0,0.004,1.0,0.998,0.993,False
1022,v0_threshold,INF-019,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1022,v0_expected_cost,INF-019,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1022,v1_voi,INF-019,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1022,engagement_baseline,INF-019,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1022,engagement_baseline,INF-021,signed_mismatch,SIGN,15.0,0.999,0.0,0.996,0.995,False
1022,v0_threshold,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,0.994,0.991,True
1022,v0_expected_cost,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,0.994,0.991,True
1022,v1_voi,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,0.994,0.991,True
1022,engagement_baseline,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,0.994,0.991,True
1022,engagement_baseline,INF-030,signed_mismatch,SIGN,15.0,0.999,0.074,0.986,0.911,False
1022,engagement_baseline,INF-034,signed_mismatch,SIGN,15.0,1.0,0.0,0.999,0.999,False
1022,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,0.998,0.001,1.0,0.996,False
1022,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,1.0,0.049,0.996,0.947,False
1022,engagement_baseline,INF-038,signed_mismatch,SIGN,15.0,1.0,0.007,1.0,0.993,False
1022,v0_threshold,INF-039,signed_sophisticated_fake,SIGN,20.0,0.961,1.0,0.999,0.96,True
1022,v0_expected_cost,INF-039,signed_sophisticated_fake,SIGN,20.0,0.961,1.0,0.999,0.96,True
1022,v1_voi,INF-039,signed_sophisticated_fake,SIGN,20.0,0.961,1.0,0.999,0.96,True
1022,engagement_baseline,INF-039,signed_sophisticated_fake,SIGN,20.0,0.961,1.0,0.999,0.96,True
1023,engagement_baseline,INF-000,declined_clean,DECLINE,10.0,0.999,0.996,0.997,0.993,False
1023,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.987,0.038,0.995,0.944,False
1023,engagement_baseline,INF-003,declined_clean,DECLINE,10.0,0.931,0.989,1.0,0.921,False
1023,engagement_baseline,INF-008,declined_clean,DECLINE,10.0,1.0,0.99,0.899,0.89,False
1023,engagement_baseline,INF-016,signed_mismatch,SIGN,15.0,0.999,0.005,0.997,0.992,False
1023,engagement_baseline,INF-018,signed_mismatch,SIGN,15.0,1.0,0.002,1.0,0.998,False
1023,engagement_baseline,INF-019,signed_mismatch,SIGN,15.0,0.999,0.004,0.999,0.994,False
1023,v0_threshold,INF-020,signed_safety_risk,SIGN,200.0,0.96,0.996,0.883,0.843,False
1023,engagement_baseline,INF-021,signed_crude_fake,SIGN,20.0,0.0,1.0,0.992,0.991,False
1023,engagement_baseline,INF-022,declined_clean,DECLINE,10.0,0.996,1.0,0.997,0.993,False
1023,engagement_baseline,INF-023,signed_mismatch,SIGN,15.0,0.996,0.002,0.999,0.993,False
1023,engagement_baseline,INF-025,declined_clean,DECLINE,10.0,0.998,0.996,0.998,0.992,False
1023,v0_threshold,INF-026,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,0.99,0.987,True
1023,v0_expected_cost,INF-026,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,0.99,0.987,True
1023,v1_voi,INF-026,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,0.99,0.987,True
1023,engagement_baseline,INF-027,signed_mismatch,SIGN,15.0,0.987,0.0,0.995,0.982,False
1023,engagement_baseline,INF-031,signed_safety_risk,SIGN,200.0,1.0,1.0,0.635,0.635,False
1023,v0_threshold,INF-032,signed_sophisticated_fake,SIGN,20.0,0.962,0.99,0.92,0.877,True
1023,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,1.0,0.043,1.0,0.956,False
1023,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,0.997,0.0,0.999,0.996,False
1023,engagement_baseline,INF-038,declined_clean,DECLINE,10.0,1.0,0.95,0.997,0.947,False
1023,engagement_baseline,INF-039,signed_mismatch,SIGN,15.0,0.995,0.02,0.99,0.965,False
1024,engagement_baseline,INF-000,signed_mismatch,SIGN,15.0,1.0,0.0,0.999,0.998,False
1024,engagement_baseline,INF-002,declined_clean,DECLINE,10.0,1.0,0.999,0.986,0.985,False
1024,engagement_baseline,INF-003,signed_mismatch,SIGN,15.0,0.999,0.037,1.0,0.962,False
1024,engagement_baseline,INF-008,signed_mismatch,SIGN,15.0,0.973,0.004,0.999,0.969,False
1024,engagement_baseline,INF-011,declined_clean,DECLINE,10.0,0.992,0.998,1.0,0.991,False
1024,engagement_baseline,INF-012,declined_clean,DECLINE,10.0,0.994,1.0,0.698,0.694,False
1024,engagement_baseline,INF-013,signed_sophisticated_fake,SIGN,20.0,0.922,0.0,0.998,0.921,True
1024,engagement_baseline,INF-017,signed_mismatch,SIGN,15.0,0.999,0.187,0.969,0.787,False
1024,v0_threshold,INF-022,signed_sophisticated_fake,SIGN,20.0,0.996,0.753,0.997,0.747,True
1024,v0_expected_cost,INF-022,signed_sophisticated_fake,SIGN,20.0,0.996,0.753,0.997,0.747,True
1024,v1_voi,INF-022,signed_sophisticated_fake,SIGN,20.0,0.996,0.753,0.997,0.747,True
1024,engagement_baseline,INF-022,signed_sophisticated_fake,SIGN,20.0,0.996,0.753,0.997,0.747,True
1024,engagement_baseline,INF-024,declined_clean,DECLINE,10.0,0.954,0.994,1.0,0.948,False
1024,engagement_baseline,INF-026,signed_crude_fake,SIGN,20.0,0.0,0.001,0.999,0.998,False
1024,engagement_baseline,INF-028,signed_safety_risk,SIGN,200.0,0.0,0.011,0.144,0.846,False
1024,engagement_baseline,INF-029,signed_mismatch,SIGN,15.0,1.0,0.004,0.999,0.995,False
1024,engagement_baseline,INF-032,signed_mismatch,SIGN,15.0,0.949,0.0,0.966,0.916,False
1024,engagement_baseline,INF-033,signed_safety_risk,SIGN,200.0,0.999,0.026,0.396,0.588,False
1024,engagement_baseline,INF-038,signed_mismatch,SIGN,15.0,1.0,0.039,0.999,0.96,False
1024,engagement_baseline,INF-039,signed_mismatch,SIGN,15.0,0.999,0.002,1.0,0.997,False
1025,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.999,0.0,0.999,0.998,False
1025,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,0.997,0.021,0.987,0.964,False
1025,engagement_baseline,INF-005,signed_mismatch,SIGN,15.0,0.997,0.0,0.989,0.986,False
1025,engagement_baseline,INF-006,signed_safety_risk,SIGN,200.0,0.999,0.98,0.355,0.632,False
1025,engagement_baseline,INF-009,signed_mismatch,SIGN,15.0,1.0,0.002,0.999,0.996,False
1025,engagement_baseline,INF-011,signed_mismatch,SIGN,15.0,0.996,0.03,0.999,0.965,False
1025,engagement_baseline,INF-013,signed_sophisticated_fake,SIGN,20.0,0.998,0.007,1.0,0.991,True
1025,engagement_baseline,INF-015,signed_safety_risk,SIGN,200.0,0.973,0.0,0.178,0.799,False
1025,engagement_baseline,INF-016,signed_crude_fake,SIGN,20.0,0.002,0.001,1.0,0.997,False
1025,engagement_baseline,INF-018,signed_mismatch,SIGN,15.0,1.0,0.005,0.998,0.993,False
1025,engagement_baseline,INF-022,declined_clean,DECLINE,10.0,1.0,1.0,0.998,0.998,False
1025,engagement_baseline,INF-024,signed_sophisticated_fake,SIGN,20.0,0.981,0.001,0.942,0.924,True
1025,engagement_baseline,INF-025,declined_clean,DECLINE,10.0,0.999,0.993,0.998,0.989,False
1025,engagement_baseline,INF-026,signed_mismatch,SIGN,15.0,1.0,0.0,0.932,0.932,False
1025,engagement_baseline,INF-028,declined_clean,DECLINE,10.0,0.995,0.997,0.995,0.987,False
1025,engagement_baseline,INF-029,signed_mismatch,SIGN,15.0,0.988,0.001,0.996,0.983,False
1025,v0_threshold,INF-030,declined_clean,DECLINE,10.0,0.997,0.52,1.0,0.518,False
1025,engagement_baseline,INF-033,signed_mismatch,SIGN,15.0,1.0,0.0,0.991,0.991,False
1026,v0_threshold,INF-000,signed_sophisticated_fake,SIGN,20.0,0.99,0.992,0.998,0.98,True
1026,v0_expected_cost,INF-000,signed_sophisticated_fake,SIGN,20.0,0.99,0.992,0.998,0.98,True
1026,v1_voi,INF-000,signed_sophisticated_fake,SIGN,20.0,0.99,0.992,0.998,0.98,True
1026,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.999,0.002,0.998,0.995,False
1026,engagement_baseline,INF-002,signed_mismatch,SIGN,15.0,0.999,0.032,0.999,0.967,False
1026,engagement_baseline,INF-003,declined_clean,DECLINE,10.0,0.998,0.996,0.996,0.991,False
1026,engagement_baseline,INF-005,signed_mismatch,SIGN,15.0,0.99,0.001,1.0,0.99,False
1026,engagement_baseline,INF-007,signed_mismatch,SIGN,15.0,1.0,0.0,0.994,0.994,False
1026,v0_threshold,INF-008,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.99,True
1026,v0_expected_cost,INF-008,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.99,True
1026,v1_voi,INF-008,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.99,True
1026,engagement_baseline,INF-008,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.99,True
1026,engagement_baseline,INF-009,declined_clean,DECLINE,10.0,0.996,1.0,0.998,0.994,False
1026,engagement_baseline,INF-014,signed_mismatch,SIGN,15.0,0.999,0.001,0.999,0.997,False
1026,v0_threshold,INF-015,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.999,0.995,True
1026,v0_expected_cost,INF-015,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.999,0.995,True
1026,v1_voi,INF-015,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.999,0.995,True
1026,engagement_baseline,INF-015,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.999,0.995,True
1026,engagement_baseline,INF-016,declined_clean,DECLINE,10.0,1.0,1.0,0.994,0.994,False
1026,engagement_baseline,INF-018,declined_clean,DECLINE,10.0,0.999,0.997,1.0,0.996,False
1026,engagement_baseline,INF-019,signed_safety_risk,SIGN,200.0,0.993,0.046,0.144,0.811,False
1026,engagement_baseline,INF-022,signed_crude_fake,SIGN,20.0,0.0,0.874,0.981,0.857,False
1026,engagement_baseline,INF-024,signed_crude_fake,SIGN,20.0,0.0,1.0,0.999,0.999,False
1026,engagement_baseline,INF-027,signed_safety_risk,SIGN,200.0,0.998,0.984,0.028,0.954,False
1026,engagement_baseline,INF-033,signed_mismatch,SIGN,15.0,0.998,0.162,1.0,0.836,False
1026,v0_threshold,INF-034,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,0.988,0.978,True
1026,v0_expected_cost,INF-034,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,0.988,0.978,True
1026,v1_voi,INF-034,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,0.988,0.978,True
1026,engagement_baseline,INF-034,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,0.988,0.978,True
1026,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,1.0,0.019,1.0,0.981,False
1026,engagement_baseline,INF-036,signed_safety_risk,SIGN,200.0,0.004,0.965,0.219,0.75,False
1026,engagement_baseline,INF-039,signed_mismatch,SIGN,15.0,0.981,0.0,1.0,0.981,False
1027,engagement_baseline,INF-000,signed_sophisticated_fake,SIGN,20.0,0.524,0.897,0.999,0.47,True
1027,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.973,0.003,0.969,0.941,False
1027,engagement_baseline,INF-002,signed_mismatch,SIGN,15.0,1.0,0.0,0.998,0.998,False
1027,engagement_baseline,INF-003,signed_mismatch,SIGN,15.0,0.988,0.341,1.0,0.651,False
1027,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,1.0,0.011,1.0,0.989,False
1027,engagement_baseline,INF-006,signed_mismatch,SIGN,15.0,1.0,0.003,0.99,0.987,False
1027,engagement_baseline,INF-008,declined_clean,DECLINE,10.0,0.998,0.999,0.986,0.983,False
1027,engagement_baseline,INF-009,signed_mismatch,SIGN,15.0,0.968,0.005,1.0,0.963,False
1027,engagement_baseline,INF-011,signed_mismatch,SIGN,15.0,1.0,0.001,0.994,0.993,False
1027,engagement_baseline,INF-012,declined_clean,DECLINE,10.0,0.999,0.999,0.999,0.997,False
1027,engagement_baseline,INF-013,signed_mismatch,SIGN,15.0,0.985,0.122,0.992,0.858,False
1027,engagement_baseline,INF-016,declined_clean,DECLINE,10.0,0.996,0.996,0.988,0.979,False
1027,engagement_baseline,INF-017,signed_mismatch,SIGN,15.0,0.995,0.014,0.997,0.978,False
1027,engagement_baseline,INF-019,signed_mismatch,SIGN,15.0,0.997,0.001,0.999,0.995,False
1027,engagement_baseline,INF-020,signed_mismatch,SIGN,15.0,0.996,0.005,1.0,0.991,False
1027,engagement_baseline,INF-021,signed_mismatch,SIGN,15.0,0.998,0.003,0.979,0.974,False
1027,engagement_baseline,INF-022,declined_clean,DECLINE,10.0,0.996,0.999,0.997,0.993,False
1027,engagement_baseline,INF-025,declined_clean,DECLINE,10.0,1.0,1.0,1.0,1.0,False
1027,v1_voi,INF-027,declined_clean,DECLINE,10.0,0.284,0.987,0.831,0.588,False
1027,engagement_baseline,INF-027,declined_clean,DECLINE,10.0,0.284,0.987,0.831,0.588,False
1027,engagement_baseline,INF-030,signed_crude_fake,SIGN,20.0,0.001,0.998,0.992,0.989,False
1027,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,0.999,0.0,0.997,0.996,False
1027,engagement_baseline,INF-037,signed_crude_fake,SIGN,20.0,0.008,0.973,0.998,0.964,False
1027,engagement_baseline,INF-038,declined_clean,DECLINE,10.0,0.998,0.998,0.986,0.982,False
1028,engagement_baseline,INF-000,signed_mismatch,SIGN,15.0,1.0,0.006,0.849,0.843,False
1028,engagement_baseline,INF-001,declined_clean,DECLINE,10.0,0.993,0.994,1.0,0.988,False
1028,engagement_baseline,INF-002,signed_safety_risk,SIGN,200.0,0.999,0.002,0.907,0.905,False
1028,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,0.997,0.0,0.985,0.983,False
1028,engagement_baseline,INF-007,signed_mismatch,SIGN,15.0,1.0,0.293,0.99,0.7,False
1028,engagement_baseline,INF-009,signed_safety_risk,SIGN,200.0,0.999,0.028,0.05,0.923,False
1028,engagement_baseline,INF-011,signed_safety_risk,SIGN,200.0,0.0,0.0,0.236,0.764,False
1028,engagement_baseline,INF-012,declined_clean,DECLINE,10.0,1.0,0.988,0.999,0.987,False
1028,engagement_baseline,INF-014,signed_mismatch,SIGN,15.0,1.0,0.0,1.0,0.999,False
1028,engagement_baseline,INF-016,signed_crude_fake,SIGN,20.0,0.001,1.0,1.0,0.998,False
1028,engagement_baseline,INF-017,signed_mismatch,SIGN,15.0,0.999,0.006,0.998,0.991,False
1028,engagement_baseline,INF-020,declined_clean,DECLINE,10.0,0.999,1.0,1.0,0.998,False
1028,engagement_baseline,INF-026,declined_clean,DECLINE,10.0,1.0,1.0,1.0,0.999,False
1028,engagement_baseline,INF-027,signed_mismatch,SIGN,15.0,0.998,0.0,0.977,0.975,False
1028,engagement_baseline,INF-028,signed_mismatch,SIGN,15.0,0.999,0.177,0.908,0.747,False
1028,engagement_baseline,INF-031,signed_sophisticated_fake,SIGN,20.0,0.602,0.988,1.0,0.595,True
1028,engagement_baseline,INF-032,signed_crude_fake,SIGN,20.0,0.02,0.998,0.998,0.977,False
1028,engagement_baseline,INF-033,signed_sophisticated_fake,SIGN,20.0,0.967,0.0,0.997,0.965,True
1028,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,0.995,0.02,0.991,0.967,False
1028,engagement_baseline,INF-039,signed_mismatch,SIGN,15.0,0.997,0.02,1.0,0.977,False
1029,engagement_baseline,INF-000,signed_safety_risk,SIGN,200.0,1.0,0.999,0.131,0.868,False
1029,engagement_baseline,INF-005,signed_sophisticated_fake,SIGN,20.0,0.992,0.001,0.999,0.99,True
1029,engagement_baseline,INF-006,signed_safety_risk,SIGN,200.0,1.0,1.0,0.223,0.777,False
1029,v0_threshold,INF-009,signed_sophisticated_fake,SIGN,20.0,0.987,0.999,1.0,0.985,True
1029,v0_expected_cost,INF-009,signed_sophisticated_fake,SIGN,20.0,0.987,0.999,1.0,0.985,True
1029,v1_voi,INF-009,signed_sophisticated_fake,SIGN,20.0,0.987,0.999,1.0,0.985,True
1029,engagement_baseline,INF-009,signed_sophisticated_fake,SIGN,20.0,0.987,0.999,1.0,0.985,True
1029,v0_threshold,INF-016,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.995,True
1029,v0_expected_cost,INF-016,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.995,True
1029,v1_voi,INF-016,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.995,True
1029,engagement_baseline,INF-016,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.995,True
1029,engagement_baseline,INF-017,signed_mismatch,SIGN,15.0,1.0,0.0,0.98,0.98,False
1029,engagement_baseline,INF-019,signed_sophisticated_fake,SIGN,20.0,0.386,1.0,0.991,0.608,True
1029,v0_threshold,INF-020,signed_mismatch,SIGN,15.0,0.998,0.88,0.996,0.875,False
1029,v0_expected_cost,INF-020,signed_mismatch,SIGN,15.0,0.998,0.88,0.996,0.875,False
1029,v1_voi,INF-020,signed_mismatch,SIGN,15.0,0.998,0.88,0.996,0.875,False
1029,engagement_baseline,INF-020,signed_mismatch,SIGN,15.0,0.998,0.88,0.996,0.875,False
1029,v0_threshold,INF-021,signed_mismatch,SIGN,15.0,1.0,0.794,0.998,0.792,False
1029,v0_expected_cost,INF-021,signed_mismatch,SIGN,15.0,1.0,0.794,0.998,0.792,False
1029,v1_voi,INF-021,signed_mismatch,SIGN,15.0,1.0,0.794,0.998,0.792,False
1029,engagement_baseline,INF-022,signed_safety_risk,SIGN,200.0,0.958,0.999,0.182,0.783,False
1029,engagement_baseline,INF-026,signed_sophisticated_fake,SIGN,20.0,1.0,0.0,1.0,1.0,True
1029,engagement_baseline,INF-027,signed_mismatch,SIGN,15.0,1.0,0.386,0.977,0.599,False
1029,engagement_baseline,INF-029,declined_clean,DECLINE,10.0,0.997,0.971,0.996,0.964,False
1029,engagement_baseline,INF-030,signed_mismatch,SIGN,15.0,1.0,0.0,0.999,0.999,False
1029,engagement_baseline,INF-031,declined_clean,DECLINE,10.0,0.994,0.994,0.977,0.966,False
1029,v0_threshold,INF-033,signed_sophisticated_fake,SIGN,20.0,0.997,0.97,0.967,0.936,True
1029,v0_expected_cost,INF-033,signed_sophisticated_fake,SIGN,20.0,0.997,0.97,0.967,0.936,True
1029,engagement_baseline,INF-033,signed_sophisticated_fake,SIGN,20.0,0.997,0.97,0.967,0.936,True
1029,engagement_baseline,INF-034,declined_clean,DECLINE,10.0,0.997,1.0,0.989,0.986,False
1029,engagement_baseline,INF-035,declined_clean,DECLINE,10.0,0.999,0.999,0.993,0.991,False
1029,engagement_baseline,INF-037,signed_mismatch,SIGN,15.0,0.999,0.001,0.999,0.997,False
1029,engagement_baseline,INF-038,declined_clean,DECLINE,10.0,0.995,1.0,0.91,0.905,False
1029,engagement_baseline,INF-039,signed_mismatch,SIGN,15.0,1.0,0.187,0.998,0.81,False
